FREQUENCY,BCODE,waterway,name
2,AMUR,river,Ин-Бира
4,AMUR,river,Ингирь
169,AMUR,river,Ингода
2,AMUR,river,Инжан
2,AMUR,river,Ирунгда
7,AMUR,river,Ирунгда-Макит
1,AMUR,river,Итыкенда
6,AMUR,river,Иур
3,AMUR,river,Ишага
10,AMUR,river,Кади
1,AMUR,river,Кайлачи
1,AMUR,river,Какова
1,AMUR,river,Калукча
1,AMUR,river,Камага
2,AMUR,river,Каменка
1,AMUR,river,Каменный Ключ
4,AMUR,river,Каменушка
3,AMUR,river,Канаги
2,AMUR,river,Кара
1,AMUR,river,Катарындя
4,AMUR,river,Каури
1,AMUR,river,Керби
1,AMUR,river,Кеурибирани
1,AMUR,river,Кивачи
8,AMUR,river,Кивили
1,AMUR,river,Кимкан
4,AMUR,river,Кир Кира
5,AMUR,river,Киргинская Чача
2,AMUR,river,Кирес
2,AMUR,river,Китайка
1,AMUR,river,Кишки
26,AMUR,river,Кия
1,AMUR,river,Ключ
1,AMUR,river,ключ Светлый
1,AMUR,river,Ключевая
1,AMUR,river,Когалан
4,AMUR,river,Кокортай
1,AMUR,river,Кокуй
1,AMUR,river,Корчагин
1,AMUR,river,Костеньга
2,AMUR,river,Кочковатая
1,AMUR,river,Красная Речка
1,AMUR,river,Кривая
6,AMUR,river,Кривая Кенжа
2,AMUR,river,Кудикан
5,AMUR,river,Кудичи
3,AMUR,river,Кузнечиха
1,AMUR,river,Кука
44,AMUR,river,Кукан
1,AMUR,river,Кукумен
1,AMUR,river,Кулаху
4,AMUR,river,Кулемная
3,AMUR,river,Кульдур
1,AMUR,river,Кума
98,AMUR,river,Кур
1,AMUR,river,Курбатка
3,AMUR,river,Курга
25,AMUR,river,Куренга
2,AMUR,river,Куркальту
7,AMUR,river,Курлыч
5,AMUR,river,Курлыч Абрамовский
4,AMUR,river,Курулга
1,AMUR,river,Кутугай
1,AMUR,river,Кутума
3,AMUR,river,Кутя
30,AMUR,river,Куэнга
3,AMUR,river,Куя
10,AMUR,river,Кыра
1,AMUR,river,Кыэкэн
2,AMUR,river,Лагар
1,AMUR,river,Лака
1,AMUR,river,Лакамун
1,AMUR,river,Лаксакит
1,AMUR,river,Лангара
1,AMUR,river,Латышка
1,AMUR,river,Лев. Аркип
1,AMUR,river,Левая
1,AMUR,river,Левая Акша
3,AMUR,river,Левая Гера
4,AMUR,river,Левая Джапи
1,AMUR,river,Левая Масловка
1,AMUR,river,Левая Хилка
4,AMUR,river,Лёвиха
3,AMUR,river,Левый Биджан
1,AMUR,river,Левый Рукав
7,AMUR,river,Левый Хинган
5,AMUR,river,Лесная
19,AMUR,river,Лимури
1,AMUR,river,Лиственичная
18,AMUR,river,Лубия
2,AMUR,river,Лужанки
1,AMUR,river,Луча
1,AMUR,river,Лучи
25,AMUR,river,Магдагачи
1,AMUR,river,Майдакан
1,AMUR,river,Макарова
1,AMUR,river,Макча
4,AMUR,river,Мал. Дарга
4,AMUR,river,Мал. Уникин
1,AMUR,river,Мал. Эльга
3,AMUR,river,Малая Ангека
4,AMUR,river,Малая Бира
2,AMUR,river,Малая Каменушка
2,AMUR,river,Малая Колыма
1,AMUR,river,Малая Лангара
1,AMUR,river,Малая Макча
4,AMUR,river,Малая Могоча
9,AMUR,river,Малая Омутная
1,AMUR,river,Малая Пёра
2,AMUR,river,Малая Самарка
3,AMUR,river,малая Улунга
4,AMUR,river,Малая Хурба
1,AMUR,river,Малые Битки
1,AMUR,river,Малый Анюй
3,AMUR,river,Малый Бияк
1,AMUR,river,Малый Вузих
1,AMUR,river,Малый Гайтер
3,AMUR,river,Малый Ерик
1,AMUR,river,Малый Картель
1,AMUR,river,Малый Никита
8,AMUR,river,Малый Ольдой
1,AMUR,river,Малый Омор
1,AMUR,river,Малый Писуй
1,AMUR,river,Малый Таймень
1,AMUR,river,Малый Уркан
4,AMUR,river,Малышевская протока
8,AMUR,river,Мальмальта
1,AMUR,river,Мамачиха
3,AMUR,river,Мами
31,AMUR,river,Манома
1,AMUR,river,Марамра
6,AMUR,river,Маревая
1,AMUR,river,Маректа
1,AMUR,river,Марьюшкина протока
2,AMUR,river,Масловка
1,AMUR,river,Матвеевка
21,AMUR,river,Мачтовая
1,AMUR,river,Мелкий
8,AMUR,river,Мерек
3,AMUR,river,Митрошина
7,AMUR,river,Моади
1,AMUR,river,Могды
3,AMUR,river,Могойтуй
16,AMUR,river,Могот
13,AMUR,river,Могоча
1,AMUR,river,Моко
1,AMUR,river,Моргул
2,AMUR,river,Мориловчиха
4,AMUR,river,Мотогорск
1,AMUR,river,Мурумгунь
7,AMUR,river,Мутная
4,AMUR,river,Мутная Протока
5,AMUR,river,Муты
1,AMUR,river,Мучуку
1,AMUR,river,Мятая
1,AMUR,river,Нагнал
1,AMUR,river,Наенская протока
1,AMUR,river,Нанайская протока
1,AMUR,river,Нарака
18,AMUR,river,Немта
82,AMUR,river,Нерча
43,AMUR,river,Нерчуган
4,AMUR,river,Нижнее Олонгро
17,AMUR,river,Нижний Мельгин
2,AMUR,river,Нижняя Бальза
22,AMUR,river,Нижняя Борзя
9,AMUR,river,Нижняя Удоми
3,AMUR,river,Нижняя Хавынь
1,AMUR,river,Никита
21,AMUR,river,Нилан
23,AMUR,river,Нимакан
93,AMUR,river,Ниман
40,AMUR,river,Нимелен
1,AMUR,river,Нимнягун
11,AMUR,river,Нормен
1,AMUR,river,Нырта
5,AMUR,river,Нюра
2,AMUR,river,Обмановка
21,AMUR,river,Обор
3,AMUR,river,Оборёнок
1,AMUR,river,Огна
1,AMUR,river,Огнедо
1,AMUR,river,Одыр
2,AMUR,river,Ола
1,AMUR,river,Олгота
1,AMUR,river,Олений
1,AMUR,river,Олонде-Макит
24,AMUR,river,Ольга
4,AMUR,river,Ольджикан
24,AMUR,river,Ольдой
1,AMUR,river,Омал
11,AMUR,river,Оми
1,AMUR,river,Омор
2,AMUR,river,Омот
26,AMUR,river,Омутная
375,AMUR,river,Онон
5,AMUR,river,Орокот
1,AMUR,river,Ороктуча
14,AMUR,river,Ороча
1,AMUR,river,Орчун гол
5,AMUR,river,Осежино
4,AMUR,river,Осиновка
1,AMUR,river,Павловка
3,AMUR,river,Палаковля
1,AMUR,river,Пальмука
4,AMUR,river,Пей-Хой
1,AMUR,river,Пемзенская протока
4,AMUR,river,Первая речка
1,AMUR,river,Перевальная
2,AMUR,river,Перепекин
3,AMUR,river,Пери
5,AMUR,river,Петровская
8,AMUR,river,Пикан
16,AMUR,river,Пильда
15,AMUR,river,Пинжак
9,AMUR,river,Писуй
22,AMUR,river,Поди
14,AMUR,river,Подхорёнок
5,AMUR,river,Полен
3,AMUR,river,Половинка
1,AMUR,river,Понгдан
2,AMUR,river,Поперечка
4,AMUR,river,Пото
4,AMUR,river,Потока
3,AMUR,river,Поха
9,AMUR,river,Почель
1,AMUR,river,Прав. Артык
1,AMUR,river,Прав. Гили
1,AMUR,river,прав. Куркальту
2,AMUR,river,Прав. Омот
2,AMUR,river,Прав. Самармаки
1,AMUR,river,Прав. Чоккина
1,AMUR,river,Прав. Экшандя
3,AMUR,river,Прав.Поха
3,AMUR,river,Права
2,AMUR,river,Правая
1,AMUR,river,Правая Акша
1,AMUR,river,Правая Борзя
29,AMUR,river,Правая Бурея
2,AMUR,river,правая Вели
3,AMUR,river,Правая Гера
4,AMUR,river,Правая Джапи
2,AMUR,river,Правая Пото
3,AMUR,river,Правая Пушю
2,AMUR,river,Правая Сагды-Бира
1,AMUR,river,Правая Татарка
2,AMUR,river,Правый Тюкан
1,AMUR,river,Правый Уссомах
1,AMUR,river,Правый Хинган
6,AMUR,river,Прорва
2,AMUR,river,прот. Малые Дуки
1,AMUR,river,Прот. Мукдыкан
2,AMUR,river,прот. Ойта
1,AMUR,river,Прот. Халгали
2,AMUR,river,Прот. Чокорчон
3,AMUR,river,протока Аджор
2,AMUR,river,протока Актар
3,AMUR,river,Протока Амура
3,AMUR,river,протока Амурчик
2,AMUR,river,протока Андовский Амур
1,AMUR,river,протока Аргунская
1,AMUR,river,протока Бандаренская
1,AMUR,river,протока Белоглинская
1,AMUR,river,протока Берендинская
1,AMUR,river,протока Больничная
2,AMUR,river,протока Большая
3,AMUR,river,протока Большая Вырга
5,AMUR,river,протока Большая Дудинская
1,AMUR,river,протока Большая Шаманка
2,AMUR,river,протока Будур
1,AMUR,river,протока Быстрая
2,AMUR,river,протока Быстрая (пр. Сухая)
1,AMUR,river,протока Вассинская
3,AMUR,river,протока Владимировская
1,AMUR,river,протока Воскресенка
3,AMUR,river,протока Воскресенская
2,AMUR,river,протока Гаваньская
2,AMUR,river,протока Галбон
3,AMUR,river,протока Гассинская
1,AMUR,river,протока Гирика
1,AMUR,river,протока Гнилая
1,AMUR,river,протока Гольдинская
2,AMUR,river,протока Горная
2,AMUR,river,протока Гуадо правая
3,AMUR,river,протока Гуадо средняя
1,AMUR,river,протока Гуликовская
1,AMUR,river,протока Гусинник
3,AMUR,river,протока Гутикан
2,AMUR,river,протока Гырманская
7,AMUR,river,протока Дабандинская
8,AMUR,river,протока Дальжинская
6,AMUR,river,протока Дарга
2,AMUR,river,протока Дахаун
5,AMUR,river,протока Десятская
1,AMUR,river,протока Диппинская
2,AMUR,river,протока Дон-Донская
1,AMUR,river,протока Дробянская
1,AMUR,river,протока Дунька
3,AMUR,river,протока Жеребцовская
1,AMUR,river,протока Какарма
1,AMUR,river,протока Какинская
2,AMUR,river,протока Калистратова
1,AMUR,river,протока Кальгинская
6,AMUR,river,протока Капкудан
1,AMUR,river,протока Карабчанка
2,AMUR,river,протока Кафа
1,AMUR,river,протока Крестовая
4,AMUR,river,протока Кривая
1,AMUR,river,протока Кудюмская
1,AMUR,river,протока Кукла
2,AMUR,river,протока Кукэн
2,AMUR,river,протока Кунгути
1,AMUR,river,протока Куруненок
1,AMUR,river,протока Лебединая
2,AMUR,river,протока Лесная
1,AMUR,river,протока Лиманская
3,AMUR,river,протока Листвяная
2,AMUR,river,протока Малая Гирика
1,AMUR,river,протока Малая Сандинская
1,AMUR,river,протока Малая Сухая
3,AMUR,river,протока Малая Ухта
2,AMUR,river,протока Малая Хосо
2,AMUR,river,протока Малый Аджор
3,AMUR,river,протока Малый Амур
11,AMUR,river,протока Мариинская
3,AMUR,river,протока Марийская
2,AMUR,river,протока Марковского
1,AMUR,river,протока Мелкая
2,AMUR,river,протока Министерская
6,AMUR,river,протока Михайловская
1,AMUR,river,протока Мули
1,AMUR,river,протока Мургон
2,AMUR,river,протока Найхинская
1,AMUR,river,протока Накки
1,AMUR,river,Протока Николина
2,AMUR,river,протока Новоферминская
1,AMUR,river,протока Нэ
1,AMUR,river,протока Омми
2,AMUR,river,протока Онды
2,AMUR,river,протока Опан-Мангбо
3,AMUR,river,протока Ори
2,AMUR,river,протока Оридон
1,AMUR,river,протока Орловская
2,AMUR,river,протока Осиновая
4,AMUR,river,протока Падалинская
2,AMUR,river,протока Пальвинская
2,AMUR,river,протока Перемычная
1,AMUR,river,протока Перетаски
1,AMUR,river,протока Перима 1-я
1,AMUR,river,протока Песчаная
1,AMUR,river,протока Петровкая
1,AMUR,river,протока Пиали
1,AMUR,river,протока Полустанская
1,AMUR,river,протока Поярковская
1,AMUR,river,протока Прокоп
2,AMUR,river,протока Прямая
5,AMUR,river,протока Прямой Амур
1,AMUR,river,протока Пульсинская
4,AMUR,river,протока Пчелиная
2,AMUR,river,протока Разбойничья
8,AMUR,river,протока реки Амур
1,AMUR,river,протока Рябухина
1,AMUR,river,протока Сако
4,AMUR,river,протока Самосадочная
1,AMUR,river,протока Сандинская
1,AMUR,river,протока Сахаровская
2,AMUR,river,протока Северная Глухая
1,AMUR,river,протока Серебряная
6,AMUR,river,протока Сий
1,AMUR,river,протока Синдинская
1,AMUR,river,протока Сомнинская
2,AMUR,river,протока Сороминская
2,AMUR,river,протока Старая Ольгохта
3,AMUR,river,протока Старый Амур
2,AMUR,river,протока Табелан
6,AMUR,river,Протока Талга
7,AMUR,river,протока Тахтинская
1,AMUR,river,протока Тихая
1,AMUR,river,протока Токичен
3,AMUR,river,Протока Уен
1,AMUR,river,протока Уйна
3,AMUR,river,протока Халанда
2,AMUR,river,протока Халхалинская
1,AMUR,river,протока Холан
7,AMUR,river,протока Холанская
1,AMUR,river,протока Холгомса
5,AMUR,river,протока Хоринская
8,AMUR,river,протока Хохлатская
1,AMUR,river,протока Хуммийская
3,AMUR,river,протока Ченка
1,AMUR,river,протока Черемшаная
1,AMUR,river,протока Черноусовская (пр. Хальчукта)
1,AMUR,river,протока Черочинская
1,AMUR,river,протока Чиган
2,AMUR,river,протока Чильминская
1,AMUR,river,протока Члинская
2,AMUR,river,протока Широкая
3,AMUR,river,протока Шишловская (пр. Горная)
1,AMUR,river,протока Щучинская 1-ая
13,AMUR,river,протока Эморон
2,AMUR,river,Прямая Кенжа
2,AMUR,river,Пури
1,AMUR,river,р. Бира
1,AMUR,river,р.Поперечная
2,AMUR,river,река Солонечная
2,AMUR,river,Рогачен
3,AMUR,river,Русская
1,AMUR,river,ручей Чёрный
3,AMUR,river,Рывчак
1,AMUR,river,Саганар
8,AMUR,river,Сагды-Бира
5,AMUR,river,Садуингра
6,AMUR,river,Саласу
16,AMUR,river,Салокачи
21,AMUR,river,Самара
1,AMUR,river,Самармаки
1,AMUR,river,Саркиданка
1,AMUR,river,Сартэ
1,AMUR,river,Саякан
2,AMUR,river,Светлая
116,AMUR,river,Селемджа
25,AMUR,river,Селиткан
23,AMUR,river,Сельгон
1,AMUR,river,Семича
4,AMUR,river,Серебрянка
4,AMUR,river,Сеями-Макит
7,AMUR,river,Си
6,AMUR,river,Сиан
1,AMUR,river,Сиваки
5,AMUR,river,Сигикта
1,AMUR,river,Сикинда
1,AMUR,river,Силасу
7,AMUR,river,Силинка
1,AMUR,river,Симасы
22,AMUR,river,Симми
5,AMUR,river,Симоновка
5,AMUR,river,Синель
13,AMUR,river,Сита
6,AMUR,river,Скрытая
1,AMUR,river,Совхозная
1,AMUR,river,Соловьиха
1,AMUR,river,Сололи-Макит
6,AMUR,river,Солонечная
9,AMUR,river,Солони
3,AMUR,river,Солюен
15,AMUR,river,Сомня
2,AMUR,river,Соороль
1,AMUR,river,Средний Сандар
2,AMUR,river,Средний Таймень
3,AMUR,river,Средний Ул
7,AMUR,river,Средний Уркан
7,AMUR,river,Средняя
17,AMUR,river,Средняя Борзя
2,AMUR,river,Средняя Ема
2,AMUR,river,Станковая
1,AMUR,river,Старая Тунгуска
21,AMUR,river,Сукпай
12,AMUR,river,Сулук
40,AMUR,river,Сутара
1,AMUR,river,Сутырь
47,AMUR,river,Сынчуга
1,AMUR,river,Сэн
1,AMUR,river,Сэхере
2,AMUR,river,Сютюинга
21,AMUR,river,Тагэму
1,AMUR,river,Тайна
1,AMUR,river,Тала - Биракан
2,AMUR,river,Талакан
1,AMUR,river,Талангуй
1,AMUR,river,Талача
3,AMUR,river,Талая
10,AMUR,river,Талиджак
2,AMUR,river,Талман
1,AMUR,river,Тальниковская
1,AMUR,river,Тангуна
3,AMUR,river,Тарбальджей
1,AMUR,river,Тастах
2,AMUR,river,Тауди
5,AMUR,river,Текан
3,AMUR,river,Телемджан
1,AMUR,river,Теленгуй
3,AMUR,river,Темга
1,AMUR,river,Тимчека
1,AMUR,river,Токчока
54,AMUR,river,Томь
22,AMUR,river,Тормасу
2,AMUR,river,Торой
8,AMUR,river,Трек
5,AMUR,river,Три Ключа
16,AMUR,river,Ту
8,AMUR,river,Тулутай
40,AMUR,river,Тунгуска
3,AMUR,river,Тура
27,AMUR,river,Турга
5,AMUR,river,Турки
1,AMUR,river,Тушекский
42,AMUR,river,Туюн
13,AMUR,river,Тыгда
22,AMUR,river,Тында
60,AMUR,river,Тырма
5,AMUR,river,Тырын
2,AMUR,river,Тюкан
1,AMUR,river,Тютюковка
1,AMUR,river,Убжогое
6,AMUR,river,Увальная
1,AMUR,river,Удурчукан
10,AMUR,river,Удыча
6,AMUR,river,Уй
4,AMUR,river,Уктур
12,AMUR,river,Укур
11,AMUR,river,Ул
4,AMUR,river,Улановка
1,AMUR,river,Улача
66,AMUR,river,Улз гол
1,AMUR,river,Улун
17,AMUR,river,Улунга
1,AMUR,river,Улутуй
8,AMUR,river,Ульдугич
1,AMUR,river,Ульку
1,AMUR,river,Улэгир
10,AMUR,river,Улятуй
13,AMUR,river,Умлекан
11,AMUR,river,Унгун
55,AMUR,river,Унда
2,AMUR,river,Ундурга
6,AMUR,river,Уникин
7,AMUR,river,Урга
36,AMUR,river,Ургал
1,AMUR,river,Урда-Ага
13,AMUR,river,Урей
31,AMUR,river,Урка
46,AMUR,river,Уркан
161,AMUR,river,Урми
78,AMUR,river,Уров
4,AMUR,river,Урпли
7,AMUR,river,Урульга
57,AMUR,river,Урулюнгуй
44,AMUR,river,Уруша
72,AMUR,river,Урюмкан
1,AMUR,river,Усмань
1,AMUR,river,Уссри
86,AMUR,river,Уссури
203,AMUR,river,Уссури / 乌苏里江
4,AMUR,river,Утак
1,AMUR,river,Утанак
12,AMUR,river,Утени
5,AMUR,river,Утица
7,AMUR,river,Ухта
3,AMUR,river,Ушмун
1,AMUR,river,Ушумунка
5,AMUR,river,Филиновка
9,AMUR,river,Хайкта
29,AMUR,river,Халх гол
14,AMUR,river,Халх гол / 哈拉哈河
1,AMUR,river,Хальзанка
23,AMUR,river,Харпи
22,AMUR,river,Харпин
1,AMUR,river,Хёрхан
2,AMUR,river,Хиванда
4,AMUR,river,Хийтя
4,AMUR,river,Хилка
12,AMUR,river,Хинган
5,AMUR,river,Хойдур
12,AMUR,river,Хойт-Ага
6,AMUR,river,Холан
2,AMUR,river,Холдами
3,AMUR,river,Холдоми
1,AMUR,river,Холодный
2,AMUR,river,Холодный Ключ
1,AMUR,river,Хольваси
58,AMUR,river,Хор
14,AMUR,river,Хосо
1,AMUR,river,Худаки
2,AMUR,river,Хурах
6,AMUR,river,Хурмули
4,AMUR,river,Хурхын гол
2,AMUR,river,Хылга
336,AMUR,river,Хэрлэн гол
1,AMUR,river,Хярхан гол
7,AMUR,river,Циркуль
2,AMUR,river,Чалба
1,AMUR,river,Чалбач 1-й
1,AMUR,river,Чалбач 2-й
1,AMUR,river,Чалгана
1,AMUR,river,Чалдон
3,AMUR,river,Чача
1,AMUR,river,Чекундушка
1,AMUR,river,Челпачи
12,AMUR,river,Чермал
24,AMUR,river,Чёрная
5,AMUR,river,Чёрная Речка
3,AMUR,river,Чёртов Палец
